sentence,label
"It wasn't until my sixth-grade year, at PS 168, when my teacher took us on a field trip to her house that I realized we were poor. I don't know what my teacher's intentions were - if she was trying to inspire us or if she really thought a trip to her upper-Manhattan building with a view of the park was a school trip.",inspire
"Women totally inspire me, but they are my downfall, too.",inspire
"A huge mission of Inspiration4 is to inspire what can be done in space.",inspire
"You walk into the playgrounds in Shanghai and Beijing, and you see young people who are shorter and scrawnier, who are trembling and restless, who have a certain attitude. And Jeremy Lin is going to inspire all of them.",inspire
"I want to inspire people with my story: to inspire people who grew up like I did or even who didn't grow up like me. Just, you know, looking at the human experience.",inspire
"I dare to be different, and I want to inspire other people to be different, too.",inspire
"Ray Bradbury was, for many years, the most influential writer in my life. In our long friendship, Ray supplied not only his terrific stories but the odd writer's greatest sustaining resource: a hugely talented, charming, and accessible model of the human being who was a writer.",inspire
"I hope I represent a politics where we bring people together, we inspire people - we do it with a motive of building a world that's better for everyone.",inspire
"No one can make you happy. No one can help you grow in life more than you can. I can love you to death, but it only goes so far. I can inspire and encourage you as much as I possibly can, but it makes a difference when you play an active role in finding your own sense of security and self-worth.",inspire
"Our goal with Khan Academy Kids is to inspire a lifelong love of learning.",inspire
"Meeting people, in any sense, is a great thing. It can inspire your joy. It can inspire your happiness. It can inspire your sadness and your melancholy, but it can inspire your hope as well.",inspire
"I am not afraid to take risks, am passionate and driven about my goals, and inspire people to do things they might have thought impossible.",inspire
"I want to inspire a children's obsession with jewels.",inspire
"I think it's important to have fans know that, but if what I'm doing is inspiring me musically, then I think it will inspire other people.",inspire
"I try to inspire people to take control of their oral health because if we don't take care of our oral health, it affects so many different aspects of our lives. Your smile and your mouth is not on an island. If it's not together, it affects your relationships, your self-esteem and your health.",inspire
"All of us have to work for a definite future... that can motivate and inspire people to change the world.",inspire
"I mean, I get letters because I have a heart defect, I had a surgery and all this stuff, when I was a year old. So you get these letters in the mail and they're crazy, and they're like, yeah, our son's dealing with the same thing, we saw you on TV, and I mean, it's a cool thing to inspire and motivate. Kinda gives hope.",inspire
"The writers who have inspired me most are all women: Enid Blyton, Agatha Christie, Margaret Mitchell, Emily and Charlotte Bronte. In terms of contemporary fiction, one of my favorite novels is 'Everyone Brave is Forgiven' by Chris Cleave. If you've fallen out of love with reading, this is the book to win you back - it's a reminder of how wonderful novels can be.",inspire
"I've been lucky to work with people who inspire me that I admire and respect, that before I was working with them had made films that I have been going back to for years because they're that good.",inspire
"But I'm thankful that God used me to inspire all the young generation and all the Filipino people to keep fighting in this pandemic.",inspire
"The rousing speech on a Saturday is not what wins the game. It's the preparation your club does from Monday to the game that wins it. If they are not ready on Saturday, then you can't get them ready by preaching a fire-and-brimstone sermon to them that day.",inspire
"Everyone has a story that makes me a stronger person. I know the work I do is important and I enjoy it, but it's nice to hear the feedback from what we do to inspire others.",inspire
"Sometimes the only thing that keeps me going is the knowledge that I can help inspire the younger kids to be themselves, that they're waiting for me to put out awesome content for them.",inspire
"Motivation is everything. You can do the work of two people, but you can't be two people. Instead, you have to inspire the next guy down the line and get him to inspire his people.",inspire
"I'm one of those unhappy people who inspire bores to the greatest flights of art.",inspire
"I believe leadership is service, and there is power in that giving: to help people, to inspire and motivate them to reach their full potential.",inspire
"When New Balance approached me to collaborate, I wanted to create something to inspire and empower the young people behind us - for the boys and girls who are creatively curious, passionate, and have a brave determination to be true to themselves.",inspire
"My job as a musician is to be honest, and that's what I'm trying to do. Hopefully, it's going to inspire others. I hope it inspires people to be themselves and feel comfortable in their own skin.",inspire
"I think people inspire me the most. If I meet a person who is incredibly complex, all of a sudden, I start thinking in rhymes, and that person could be a muse.",inspire
"Smell is stimulating. It stirs things up, makes us nostalgic - a wonderful word which literally means 'ache for home' - and it helps to inspire new circuits in the brain.",inspire
"To inspire people, that's my goal. From just being a regular kid from the ghetto.",inspire
"Consumers want products with a story, with magic, with an inspiration.",inspire
"Part of what I do and what I want to do is I want to bring art into the everyday life. If you can take it there and ride the train and come out of the station and be confronted by something that might change your day - it might inspire you.",inspire
"You've really got to make a blockbusting film these days to have the Oscar buzz, which is sad, because the work has suffered. Today, everything is all about money. The old actors inspired me.",inspire
"There's nobody in the leadership of American politics who is trying to inspire the American people. Everybody needs a lift. The vast majority of people are not self-starters.",inspire
"I enjoy connecting with people who are as passionate and committed to uplifting and inspiring young people as I am.",inspire
"In thinking about religion and society in the 21st century, we should broaden the conversation about faith from doctrinal debates to the larger question of how it might inspire us to strengthen the bonds of belonging that redeem us from our solitude, helping us construct a gracious and generous social order.",inspire
"It's nice to be able to spread the light and inspire people.",inspire
"When you're training 7 days a week, you need good scenery to inspire you.",inspire
"I've been very active and loved sports my whole life, and I've always wanted to be a star and inspire others.",inspire
"It's not just athletes that need someone to look up to - it's everybody: the LGBT community, the general population. I'm just happy to be able to inspire so many people in so many areas of public life, to be honest.",inspire
"While your past can inform you and your future can inspire you, the moment of choice is right here and now.",inspire
"In this age of parental paranoia, lawsuit mania and testing frenzy, we have failed to inspire our children's curiosity, creativity, and imagination. We have denied them the chance to tinker, discover, and explore - in short, to play.",inspire
"I want people to be true to themselves and believe in themselves. I want people to stop looking at celebrity idols and look at themselves instead, because we need real people to inspire us.",inspire
"The animation that has inspired me the most, that has had the most impact on me, is the first season of 'Lupin the Third.' I also loved 'Enter the Dragon' and 'Dirty Harry.' They definitely inspired me.",inspire
"Scotland is my country, the country that shaped me and taught me my values. The country whose achievements inspire me and whose failures drive me on in my desire for social justice and equality.",inspire
"You made your first album, you made some money, and you feel like you still have to show up like, 'I still go to the projects.' I'm like, why? Your job is to inspire the people of your neighborhood to get out. You grew up there. What makes you think it's so cool?",inspire
"To inspire focus, the challenge has to be important to you, and it has to be something you feel is the right thing to do at that moment. You won't engage if it's trivial or not time-sensitive. So when choosing your next challenge in life, pick one that's meaningful and requires your full concentration.",inspire
"I'll never go to Mars, but thank God, I helped inspire the people who are building the rockets and are sending our photographic equipment to Mars.",inspire
"I tell everybody, because I have so much, I am paying it forward. I am giving it back. I am giving of my time, my money, my soul. I'm trying to motivate people. I'm trying to inspire them.",inspire
"I don't watch too many movies, but I'll try to watch other musicians' inspirational works. Music documentaries really inspire me.",inspire
"I coach at my father's academy. Sometimes it's just a matter of being there - not just coaching - but seeing you there to inspire or they're trying to impress you.",inspire
"I realize that sports have an extraordinary power to heal, unite, and inspire. I believe that the Olympics will be the ultimate platform to bring about positive change, and I hope to inspire the entire nation of Japan with my performance at the Games.",inspire
"The romantic lover requires at least the appearance of reason from the other person: we are hungry to become the person that romantic love makes us appear in the other's eyes. We want to imagine we are deserving of the love we inspire.",inspire
"I don't have to inspire John to be avant-garde; I'm just trying to inspire him to be avant-garde. He doesn't need anything from me. That's why it was so much fun that the critics decided not to like me. At a certain point, the members of the foursome felt that it was time to make a change and went off on their own.",inspire
"My goal is to impact as many people as I can and to inspire them.",inspire
"Art has an incredible power to inspire and influence.",inspire
"The goal of my career is to inspire people, to get my music out there and have people enjoy it, and have people think of me as an inspirational artist.",inspire
"It is my goal to inspire kids. Kids need adults to help them. Behind every successful kid is an adult.",inspire
"I didn't want to be the typical sponge-brother-in-law, so I didn't go into acting when I came to the U.S. I thought, 'No, I'm going to go to school, and then I'll be an English teacher; that'll be fun.' But I was a terrible teacher. I couldn't inspire those kids to save my life on Milton and Shakespeare and Donne.",inspire
"I don't need awards to inspire me to keep making music.",inspire
"Sometimes I'll find a very special vintage piece, and it will inspire me to decorate a whole room around it.",inspire
"The reason why I do television is because we all have to work and make a living, because I have four children. It's also a platform for me to share my knowledge and to inspire young people.",inspire
"We humans use music and dance to express a variety of emotions: love, joy, comfort, ritual, knowledge, and friendship. Each is unique and is widely recognized within a culture. Love songs, for example, inspire us to move slowly and fluidly, while joyful songs inspire us to dance with our full-body in an aerobic way.",inspire
"I'm always on the hunt for a recording that can inspire and possibly change the world.",inspire
"Whenever I have a free moment, I find I spend it with the people I love, and people that inspire me in a number of different ways.",inspire
"Like I pray before I go on stage, to take it to the next level, to use the drums to inspire people. And to use it as a tool for the intent.",inspire
"When I travel, I love speaking to women around the world about the things that inspire them, the fashion they like, what's good, and what would make it better.",inspire
"My role at Lockheed Martin puts me in touch with exceptional leaders in many fields - from science and engineering to philanthropy and government. Because we also work closely with the nation's armed forces, we tend to think a lot about leadership and how to inspire successful teamwork, collaboration, and partnership.",inspire
"We see leaders on social media that start fights. I belong to another group that likes to inspire, to leave positive messages.",inspire
"I love to try and inspire myself. I like the artistic side of everything. Music, art, fashion, everything. I just like to be on the cutting edge. I'm into designing houses and interior design. I like to change. I like to create things out of nothing.",inspire
"If I can inspire somebody or help somebody with their problems and their sexuality, then that's what I'm here for.",inspire
"You want to look for things that are going to inspire you to keep doing what you're doing.",inspire
"Spending time with loved ones while you are striving to help others is a great way to inspire generosity.",inspire
"All great rebellions are born of private acts of civil disobedience that inspire rebel bands to plot together.",inspire
"I was lucky to have started playing guitar in the '80s, when there were so many great players to be inspired by, like Yngwie Malmsteen, Van Halen, and especially Dave Murray and Adrian Smith of Iron Maiden.",inspire
"EarthEcho Expeditions represent the culmination of more than a decade of working with educators and youth around the world. EarthEcho Expeditions uses the thrill of adventure to inspire and empower a new generation of environmental champions.",inspire
"In 'Art as Therapy,' we argue that art is a tool that can help, from different angles, to inspire, console, redeem, guide, comfort, expand and reawaken us.",inspire
"I'm a great supporter of Hillary Clinton for president. I think Hillary will be a very strong candidate, and I hope that will inspire my party to put up a great candidate.",inspire
"It's always the real, kind of inspiring, true stories that attract us.",inspire
"The experience of eating a Christmas sweet potato baked in ashes and jack-rabbit stewed with white-flour dumplings proved the mettle and the joy of the pioneer - and they help inspire my own best makeshift cooking.",inspire
"The primary goal of civil disobedience is usually to try to arouse and inspire others to join in and do something. Well, sometimes that is a good tactic and sometimes it isn't.",inspire
"What is so interesting to me is that it's the particularly difficult females that have been the most inspirational to men.",inspire
"The positive energy and enthusiasm of like-minded students are what inspire and motivate us to achieve our dreams together.",inspire
"I do comedy at a lot of colleges, and at the end of those shows, I take time to be a little more real with the audience. I try to inspire them to follow their dreams. When I was that age, it was incredible to hear something like that.",inspire
"I'm thinking all day; there's always going to be a line or certain words, and I'll just be taking notes in my phone. It might just be a word or two, and then that can inspire a whole song lyrically.",inspire
"All I want is to keep boxing for Britain and inspire others.",inspire
"Theater has an incredible capacity to move people to social change, to address issues, to inspire social revolution.",inspire
"Most of the time I'm in my pajamas and I'm just sleeping, but I think it's because I've been doing stuff and trying to move forward and get ready for the master plan. The master plan is to be like a mini-Oprah, have my own production company, maybe my own channel, and inspire millions.",inspire
"Some men, of a happy temperament, have a natural love of justice and virtue, which inspires them with the same ardour as others feel for wealth and honour... But the number of these men is so small that I only mention them in honour of humanity.",inspire
"The best way to inspire people to superior performance is to convince them by everything you do and by your everyday attitude that you are wholeheartedly supporting them.",inspire
"I've always believed that characters come into my life when I most need them and teach me a lesson. The same is true for movies, that the films are released into society to teach people, to inspire people, to comfort people.",inspire
"The more Japanese players go to the big leagues and do well, the more it will inspire kids in Japan to want to become baseball players when they grow up.",inspire
"I hope to inspire in my listeners a feeling of freedom - of speech, thought and political activity.",inspire
"If a tenth of the gay population were visible tomorrow, the panic of the majority of people would inspire repressive legislation that would shock even the pessimists among us.",inspire
