sentence,label
"Confidence is a person's courage. With this courage, you will be invincible!",confidence
"Confidence is the kindling of hope, often illuminating the path ahead in the dark night of your exploration.",confidence
"The Chu orchid grows in the deep forest, but its fragrance is not for lack of people; a gentleman cultivates virtue, and does not change his principles because of poverty.",confidence
"People can control their own destiny; if we are controlled by others, the fault is not in fate, but in ourselves.",confidence
"Only a person with a broad mind can be free in spirit; only a person with confidence and strength can be free in appearance.",confidence
"If you think you can, you can; if you think you can't, you can't.",confidence
"Whether you think you can or you think you can't, you're right.",confidence
"Seek yourself, that is the way.",confidence
"Everyone thinks their own beliefs are correct.",confidence
"Faith can move mountains.",confidence
"Many people are not enough to rely on; to survive, you can only rely on yourself.",confidence
"A just cause can produce firm belief and great strength.",confidence
"As I grow old, my feelings diminish with each day; letters from afar are a year apart.",confidence
"To abandon belief is to die.",confidence
"Look deep into your own heart, and you will find all miracles within yourself.",confidence
"Rather break a bone than give up a belief.",confidence
"Whether a person has achievements depends only on whether they have the two conditions of self-respect and self-confidence.",confidence
"To succeed in this world, one must persevere to the end and never let go of the sword until death.",confidence
"The secret to success in life is to seize the opportunity when it comes.",confidence
"To believe is to be strong. Doubt only inhibits ability, while faith is power.",confidence
"Confidence is the conqueror of man; it conquers man and exists in his heart.",confidence
"If a pretty face is a letter of recommendation, then a holy heart is a credit card.",confidence
"Whoever wavers in confidence midway is a weak-willed person; whoever lacks flexibility after making a decision is a fool.",confidence
"Belief is the conscience of the soul.",confidence
"Only those full of confidence can be confident anywhere, immersed in life, and know their own will.",confidence
"Only belief makes happiness real.",confidence
"Many people do things they feel guilty about because of their own weakness, not all are intentionally treacherous.",confidence
"A person cannot give confidence to others unless he has it himself; only one who is convinced can convince others.",confidence
"It costs a lot to have a belief.",confidence
"The word 'impossible' is only found in the dictionary of fools.",confidence
"Belief is useful, but it is not true.",confidence
"Only those full of confidence can be confident anywhere, immersed in life, and realize their own will.",confidence
"A strong desire in a person will soon turn into a belief.",confidence
"There is a difference between confidence and pride; the confident are often calm, while the proud are often boastful.",confidence
"Belief! A person with belief can withstand any storm.",confidence
"A businessman who does not want to go bankrupt is like a general who is never prepared to be defeated, only half a merchant.",confidence
"The belief that arises blindly just because life goes on is empty.",confidence
"Learning sometimes only changes the thoughts and beliefs in a person's attitude, without changing the emotional and behavioral tendencies, so after a while, the attitude reverts to its original state.",confidence
"Only the human spirit can despise all limitations, believe in its final success, and shine its searchlight into the dark distance.",confidence
"A person who feels confident about the right things, at the right time, and under these corresponding conditions, is a brave person.",confidence
"We would rather die than hand over the motherland we received from our ancestors to our descendants. This is our belief, this is our loyalty.",confidence
"A fresh and powerful doctrine is inherently exclusive in nature. To tolerate the enemy's beliefs from the beginning is to have no power to act, to appear weak and ineffective. Patriotism, like other moral feelings and beliefs, ennobles people.",confidence
"I have some doubts about the two words 'pride'. Anyone with a bit of drive and ability always believes in themselves and has their own opinions. The more opinionated a person is, the more confident they are. This is not bad. If they are a bit proud and put in the right position, they will become humble on their own, or else they won't be able to get by.",confidence
"Courage is the mean between confidence and fear.",confidence
"Everyone has the right to be conceited until they are successful.",confidence
"A timid question will always get a confident answer.",confidence
"What seems hopeless is often successful when attempted boldly.",confidence
"Any point on Earth is equally far from the sun.",confidence
"There is no innate confidence, only constantly cultivated confidence.",confidence
"The moment you believe in yourself, you will know how to live.",confidence
"Do what you are afraid of, experience the joy of success, that is the source of self-confidence.",confidence
"If you hear a voice inside you say 'you cannot paint,' then by all means paint, and that voice will be silenced.",confidence
"Just be yourself, believe in yourself, and that's enough. You don't need to look for success traits everywhere and try to copy them.",confidence
"You don't have to worry about what others think of you, because they really don't think about it.",confidence
"Lack of confidence is not a lifelong thing. Confidence can be learned, practiced, and mastered.",confidence
"As long as you believe in yourself, you have the courage to practice those full of curiosity, slightly surprising and joyful experiences, or those that show the human spirit.",confidence
"Believe in yourself, and you will create a happy life for yourself. Burn the small sparks in your life and live a life of blazing flames!",confidence
"The secret to success is to be full of confidence; the secret to confidence is to prepare yourself.",confidence
"It is the confidence that radiates from one's own soul that allows us to continue on new journeys.",confidence
"The greatest achievement in life is to be yourself in a world that is constantly trying to change you.",confidence
"Humans are like stained glass: they sparkle and shine when the sun is out, but when darkness sets in, their true beauty is revealed only if there is a light from within.",confidence
"Confidence comes not from always being right but from not fearing to be wrong.",confidence
"Courage is to be able to accept yourself, even when you find it difficult.",confidence
"If we did all the things we are capable of, we would literally astound ourselves.",confidence
"How you talk to your loved ones is how you should talk to yourself.",confidence
"Believe in yourself. You know more than you think you do.",confidence
"Successful people have fear, successful people have doubts, and successful people have worries. They just don't let these feelings stop them.",confidence
"You can have anything you want if you are willing to give up the belief that you can't have it.",confidence
"What we have to conquer is not the high mountain, but ourselves.",confidence
"You yourself, as much as anybody in the entire universe, deserve your love and affection.",confidence
"Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.",confidence
"Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.",confidence
"Confidence is a habit. You can develop it by acting as if you already had the confidence you desire to have.",confidence
"You feel insecure? Guess what? The rest of the world is, too. Do not overestimate the competition and underestimate yourself. You are better than you think.",confidence
"To anyone that ever told you you're no good... they're no better.",confidence
"Always remember you are braver than you believe, stronger than you seem, and smarter than you think.",confidence
"You can't control the taste of others, so stay true to your own.",confidence
"No one can make you feel inferior without your consent.",confidence
"When you doubt your power to fly, you cease for ever to be able to do it.",confidence
"If you arm yourself with confidence, you can conquer anything.",confidence
"From now on, you will be more disappointed by the things you didn't do than by the ones you did do. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.",confidence
"I'm finally stopping running away from myself. Who else is there better to be?",confidence
"Don't be satisfied with stories, how things have gone with others. Unfold your own myth.",confidence
"People who have a strong sense of self-worth are not driven to be better than others; they do not prove their value by measuring themselves against a comparative standard. Their joy is in being who they are, not in being better than anyone else.",confidence
"Note: One should foster the spirit of a person with lofty ideals and not unduly belittle oneself.",confidence
"Note: One should achieve something, respect oneself, not blindly echo others, and not just imitate others' language.",confidence
"Note: A confident person does not suspect others, and others believe him; a self-doubting person does not believe others, and others suspect him.",confidence
"Be yourself; everyone else is already taken.",confidence
"The simple fact is, you have everything it takes to climb your mountain.",confidence
"If you feel like you want to give up, give up that feeling and put your consciousness on the spot. The future has endless possibilities for you to discover.",confidence
"Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.",confidence
"Whether good or bad, by acknowledging all of it, you can release your self and take back your power.",confidence
"Believe in yourself, you are already good enough.",confidence
"Believing brings success.",confidence
"Believe in yourself, and you will create miracles.",confidence
"Don't be the reason you don't succeed.",confidence
"Don't doubt yourself, that's what haters are for.",confidence
"A man is but the product of his thoughts. What he thinks, he becomes.",confidence
"When no one else believes in you, you have to believe in yourself.",confidence
"You must believe in your own infinite potential. Your only limitations are those you set upon yourself.",confidence
"The more you believe in yourself, the more the world believes in you.",confidence
"This is my philosophy: If you believe in yourself, opportunities and chances will come to you at any time.",confidence
"My dad always told me: If you want it bad enough and you're willing to make the sacrifices, you can do it. But you have to believe in yourself.",confidence
"You know, you do need mentors, but in the end, you really just need to believe in yourself.",confidence
"I am the greatest. I said that even before I knew I was.",confidence
"Don't let fear or insecurity stop you from trying new things. Believe in yourself.",confidence
"There will be haters, there will be doubters, there will be non-believers, and then there will be you, proving them wrong.",confidence
"If you believe in yourself and have dedication and pride and never quit, you'll be a winner. The price of victory is high but so are the rewards.",confidence
"Believe in yourself, and the rest will fall into place. Have faith in your own abilities, work hard, and there is nothing you cannot accomplish.",confidence
"Our confidence is as great as our ability.",confidence
"To be a champ, you have to believe in yourself when nobody else will.",confidence
"Success, there's no shortcut. You need to believe in yourself and then never give up.",confidence
"If you don't believe in yourself, you're going to be a very lonely person.",confidence
"Success is about how you see yourself and whether you believe in yourself.",confidence
"Here, I learned to stay focused and believe in myself, in my abilities and judgment.",confidence
"We have to learn to be our own best friends because we fall too easily into the trap of being our own worst enemies.",confidence
"If you don't believe in miracles, believe in yourself. When you want something, let that desire push you to make it happen. When you encounter obstacles, go around them and focus on your dream. Where there's a dream, there's a way.",confidence
"They will tell you you can't do what you want, but you can, as long as you believe in yourself. You will be pulled down, but you can still rise up.",confidence
"Self-respect, self-worth, self-love, all start with self. Stop looking outside of yourself for your value.",confidence
"I would say, always follow your dreams, those big dreams. Because I never thought I would have such great achievements in my life. This just proves: as long as you believe in yourself and your dreams, you can do it.",confidence
"The most beautiful thing you can wear is confidence.",confidence
"You gain strength, courage, and confidence by every experience in which you really stop to look fear in the face. You are able to say to yourself, 'I have lived through this horror. I can take the next thing that comes along.'",confidence
"Anything is possible, as long as you believe you're worthy.",confidence
"When I was stuck, I realized that if I wanted to move forward, I needed to surrender to the unease and move towards the fear. It's only when you embrace your inner darkness that you can magnify your light.",confidence
"You might be the only person who believes in you, but that's enough. It takes just one star to pierce a universe of darkness. Never give up.",confidence
"Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle.",confidence
"Change will not come if we wait for some other person or some other time. We are the ones we've been waiting for. We are the change that we seek.",confidence
"You have to have the audacity to be great.",confidence
"They say I have a lot of style, maybe! I think you do too. You just need to believe in yourself when others don't, and that will make you a winner.",confidence
"As long as you believe in yourself, you can do anything. The reverse is also true; if you don't believe in yourself, you can't go far.",confidence
"I learned to trust my own intuition, to trust my own abilities, to believe in myself.",confidence
"There's a hero in every one of us. Never doubt who you are.",confidence
"The more you believe in yourself, the more you trust yourself. The more you trust yourself, the less you compare yourself to others.",confidence
"Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.",confidence
"Whether you think you can, or you think you can't – you're right.",confidence
"Create the highest, grandest vision possible for your life, because you become what you believe.",confidence
"Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world.",confidence
"If you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward.",confidence
"If not now, when? If not me, who?",confidence
"It's all about confidence and how you feel about yourself. There's no such thing as a perfect woman. I like imperfections—that's what makes you unique.",confidence
"A man cannot be comfortable without his own approval.",confidence
"You have to see it, believe it, and then work hard to achieve it.",confidence
"Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be?",confidence
"The only thing that can pull me down is myself, so I'm not going to let myself pull me down anymore.",confidence
"Don't pretend to be someone else, but pretend to be yourself. That's not really pretending, but a process of self-realization.",confidence
"Your time is too precious to be wasted on people who can't accept who you are.",confidence
"The role of a role model is limited. Because no one will be as important, as full of potential, and as you as you are.",confidence
"To believe your own thought, to believe that what is true for you in your private heart is true for all men — that is genius.",confidence
"A confident person can turn the small into great, the mediocre into magical.",confidence
"Self-respect is not looking down on others, self-confidence is not being complacent, independence is not being isolated.",confidence
"I have only one counsel for you—be your own master.",confidence
"A person must have the ability of self-confidence, to determine right and wrong from their own conscience, and not to follow the right and wrong of the majority.",confidence
"Perhaps no other component of personality is as important as a firm decision. A little boy who wants to become a great man, or who wants to be important in any way later on, must make up his mind, not only to overcome obstacles in his path, but to win after a thousand setbacks and failures.",confidence
"Taking on heavy responsibilities first requires self-confidence.",confidence
"The quickest and surest way to conquer fear and build confidence is to do the thing you are afraid of until you have a record of successful experience.",confidence
"A person who dares to expose their weaknesses shows that they are confident and strong.",confidence
"Even wearing a pair of broken shoes and a torn piece of clothing for a year, one can be the most confident and proud person in the world! Never feel inferior because of material poverty! Spiritual poverty is the most terrible!",confidence
"The best way to make yourself strong and increase your confidence is to have the courage to do things you think you are not sure about.",confidence
"It's really terrible to lack self-confidence! If you don't believe in yourself, or doubt yourself, that's the worst thing that can happen.",confidence
"A lack of self-confidence often leads to the self-destruction of what was originally a budding genius.",confidence
"For those who have self-confidence and do not care about temporary success or failure, there is no such thing as failure! For those with an indomitable will, there is no such thing as failure! For those who persist when others give up, who rush forward when others retreat, there is no such thing as failure! For those who get up immediately after every fall, who bounce back higher like a ball after every fall, there is no such thing as failure!",confidence
"In everything, you must have confidence, always thinking you can do it. If you are about to do something and you start worrying that you can't do it, then you have no courage.",confidence
"We must have perseverance, and above all, confidence in ourselves. We must believe that our talents are meant for something, and that this thing, at whatever cost, must be done.",confidence
"Only those full of confidence can be confident anywhere, immersed in life, and realize their own will.",confidence
"The ignorant are more confident than the knowledgeable. Only the ignorant would confidently assert that science can never solve any problem.",confidence
"Only a person with a broad mind can be free in spirit; only a person with confidence and strength can be free in appearance.",confidence
"We should have perseverance, and especially self-confidence, we must believe that we are capable, and we must bring out this ability at any cost.",confidence
"A protagonist must be a genius. But genius lies in self-confidence, in one's own power.",confidence
"There is a difference between being confident and being conceited, a single word makes a world of difference. I especially hope that I can be confident without being conceited.",confidence
"Look back with sorrow, look around with anxiety, look up with confidence.",confidence
"It's a good thing to be confident, but to be overly confident is not... Overconfidence will be met with great failure.",confidence
"There is a kind of confidence and calmness under the control of reason in the heart, because he has a broad mind and high aspirations.",confidence
"Middle age is an extension of youth, and also a farewell to youth. This farewell is not just a series of conceptual changes, but the confidence of a finally independent and mature person who can handle various problems at will.",confidence
"A person who lacks confidence is prone to suspicion and defensiveness towards the environment.",confidence
"Please be confident. You are a landscape in yourself, there is no need to look up at others in their landscapes.",confidence
"The conditions for success are courage and confidence, and courage and confidence come from a sound mind and a healthy body.",confidence
"Everyone should have self-respect, self-confidence, and independence, or else they are a slave. But self-respect is not looking down on others, self-confidence is not being complacent, independence is not being isolated.",confidence
"Humor is a sign that workers have confidence in their cause and that they have the upper hand.",confidence
"Many people accomplish nothing because they underestimate their own abilities, are too self-deprecating, and thus diminish their own achievements.",confidence
"Destiny is in your own hands, everything can only be relied upon yourself.",confidence
"The only obstacle to tomorrow is doubt of today.",confidence
"We all see ourselves as too important. We desperately hope that we or our views will be recognized. The lack of confidence in our bones, combined with a strong utilitarianism, steams up a bowl of sickening spiritual poison.",confidence
"Lack of confidence is often the main reason for a weak character and failure in one's career.",confidence
"Everything must have unity and decisiveness, therefore, victory does not stand on the side of wisdom, but on the side of confidence.",confidence
"We must have perseverance, and especially self-confidence! We must believe that our talents are meant for something, and that this thing, at whatever cost, must be done.",confidence
"Emotion refers to appetite, anger, fear, confidence, jealousy, joy, friendship, hatred, desire, competitiveness, pity, and various feelings that generally accompany pain or pleasure.",confidence
"The shallower the knowledge, the deeper the confidence.",confidence
"Whether a person can achieve something depends only on whether he has the two conditions of self-respect and self-confidence.",confidence
"Scholars need to be confident. Once they are confident, they cannot be shaken.",confidence
"When a person is moved by friendship to do something, the timid become brave, the shy become confident, the lazy are willing to move, and the hot-tempered become cautious and careful in dealing with people.",confidence
"Our lives seem to be not easy, but what does that matter? We should have perseverance, and especially self-confidence!",confidence
"The ignorant are more confident than the knowledgeable. Only the ignorant would confidently assert that science can never solve any problem.",confidence
"Everyone has experienced misfortune and pain in their life. Some people only think of themselves in suffering, so they are pessimistic, negative, and cry out in despair; some people still think of others, of the collective, of ancestors and descendants, of the motherland and all mankind in suffering, so they gain optimism and confidence.",confidence
"Our lives are not easy, but what does that matter? We must have perseverance, and especially self-confidence! We must believe that our talents are meant for something, and that this thing, at whatever cost, must be done.",confidence
"Gamblers who stake their lives on gambling, when they dare to act recklessly, have full confidence in their own strength and believe that bold adventure is the only form.",confidence
"Become chaotic, complex, and afraid, no matter what, show up.",confidence
"Sometimes you fail because of adventure, but you always fail because of hesitation.",confidence
"Tear off the mask, your face is radiant.",confidence
"Life is either a daring adventure or nothing at all.",confidence
"We are like a cup, constantly and quietly being filled. The trick is to know how to turn yourself over and let the beautiful things flow out.",confidence
"Don't make comparisons. Keep your head down and do your own thing.",confidence
"No one can make you feel inferior without your consent.",confidence
"If you have no confidence in self, you are twice defeated in the race of life. With confidence, you have won even before you have started.",confidence
"Life is not easy for any of us. But what of that? We must have perseverance and above all confidence in ourselves. We must believe that we are gifted for something and that this thing must be attained.",confidence
"Be courteous to all, but intimate with few, and let those few be well tried before you give them your confidence.",confidence
"If you hear a voice within you say 'you cannot paint,' then by all means paint, and that voice will be silenced.",confidence
"Courage is resistance to fear, mastery of fear—not absence of fear.",confidence
"Accept who you are; and revel in it.",confidence
"I am not afraid of storms, for I am learning how to sail my ship.",confidence
"Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.",confidence
"Always be yourself.",confidence
"Always remember you are braver than you believe, stronger than you seem, and smarter than you think.",confidence
"It took me a long time not to judge myself through someone else's eyes.",confidence
"You can't control the taste of others, so focus on being true to your own.",confidence
"If we all did the things we are capable of doing, we would literally astound ourselves.",confidence
"To love oneself is the beginning of a lifelong romance.",confidence
"Whatever you feel in your heart, always try to look like a winner. Even if you are behind, a sustained look of control and confidence can give you a mental edge that results in victory.",confidence
"Your success will be determined by your own confidence and fortitude.",confidence
"You owe it to everyone you have ever given your confidence to.",confidence
"Never dull your shine for somebody else.",confidence
"If you once forfeit the confidence of your fellow citizens, you can never regain their respect and esteem.",confidence
"Humor comes from self-confidence.",confidence
"It is not the mountain we conquer, but ourselves.",confidence
"The most terrifying thing is to accept oneself completely.",confidence
"I can be changed by what happens to me. But I refuse to be reduced by it.",confidence
"Because one believes in oneself, one doesn't try to convince. Because one is content with oneself, one doesn't need others' approval. Because one accepts oneself, the whole world accepts him or her.",confidence
"By realizing your own potential and being confident in your own abilities, one can build a better world.",confidence
"If you have no confidence in self, you are twice defeated in the race of life. With confidence, you have won even before you have started.",confidence
"Don't let what you cannot do interfere with what you can do.",confidence
"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in, their true beauty is revealed only if there is a light from within.",confidence
"We gain strength, and courage, and confidence by each experience in which we really stop to look fear in the face... We must do that which we think we cannot.",confidence
"Life is not easy for any of us. But what of that? We must have perseverance and above all confidence in ourselves. We must believe that we are gifted for something and that this thing must be attained.",confidence
"When you win, you're never as good as everyone says you are; when you lose, you're never as bad as they say you are.",confidence
"Don't wait until everything is just right. It will never be perfect. There will always be challenges, obstacles and less than perfect conditions. So what? Get started now. With each step you take, you will grow stronger and stronger, more and more skilled, more and more self-confident and more and more successful.",confidence
"Be courteous to all, but intimate with few, and let those few be well tried before you give them your confidence.",confidence
"Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind.",confidence
"It is best to act with confidence, no matter how little right you have to it.",confidence
"Sooner or later, those who win are those who think they can.",confidence
"Remember, wherever your heart is, there you will find your treasure.",confidence
"Man often becomes what he believes himself to be. If I keep on saying to myself that I cannot do a certain thing, it is possible that I may end by really becoming incapable of doing it. On the contrary, if I have the belief that I can do it, I shall surely acquire the capacity to do it even if I may not have it at the beginning.",confidence
"Believe in yourself– you know more than you think you do.",confidence
"Make the most of yourself, for that is all there is of you.",confidence
"You wouldn't worry so much about what others think of you if you realized how seldom they do.",confidence
"Never bend your head. Always hold it high. Look the world straight in the eye.",confidence
"Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.",confidence
"Don't be distracted by criticism. Remember",confidence
"Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.",confidence
"Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.",confidence
"Success is often achieved by those who don't know that failure is inevitable.",confidence
"We don't see things as they are, we see them as we are.",confidence
"You have to take the initiative and play your own game. In a decisive set, confidence is the key.",confidence
"Don't be satisfied with stories, how things have gone with others. Unfold your own myth.",confidence
"Confidence can be learned, practiced, and mastered",confidence
"A successful man is one who can lay a firm foundation with the bricks others have thrown at him.",confidence
"One important key to success is self-confidence. An important key to self-confidence is preparation.",confidence
"Don't waste your energy trying to change opinions... Do your thing, and don't care if they like it.",confidence
"Successful people have fear, successful people have doubts, and successful people have worries. They just don't let these feelings stop them.",confidence
"You can have anything you want if you are willing to give up the belief that you can't have it.",confidence
"Always remember you are braver than you believe, stronger than you seem, and smarter than you think.",confidence
"It took me a long time not to judge myself through other people's eyes.",confidence
"Our confidence in ourselves produces our confidence in others.",confidence
"Confidence doesn't come out of nowhere. It's a result of... hours and days and weeks and years of constant work and dedication.",confidence
"I was always looking outside myself for strength and confidence, but it comes from within. It is there all the time.",confidence
"With confidence, you have won before you have started.",confidence
"I think power is the principle. The principle of moving forward, as though you have the confidence to move forward, eventually gives you confidence when you look back and see what you've done.",confidence
"When you have confidence, you can have a lot of fun. And when you have fun, you can do amazing things.",confidence
"Once we believe in ourselves, we can risk curiosity, wonder, spontaneous delight, or any experience that reveals the human spirit.",confidence
"You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You're on your own. And you know what you know. And YOU are the one who'll decide where to go.",confidence
"I laugh at myself. I don't take myself completely seriously. I think that's another quality that people have to hold on to... you have to laugh, especially at yourself.",confidence
